hid,geo1,geo2,ea,urbrur,hhsize,statocc,rooms,bedrooms,floor,walls,roof,water,piped_water,toilet,flush_toilet,electricity,cook_fuel,phone,cell,car,bicycle,motorcycle,refrigerator,tv,radio,bank,deaths_12m,exp_01,exp_02,exp_03,exp_04,exp_05,exp_06,exp_07,exp_08,exp_09,exp_10,exp_11,exp_12,tot_exp,tot_food,share_food,pc_exp,quint_nat,quint_urb,quint_rur,hhweight,popweight
721cab3f81f,2,26,26016,1,4,1,1,1,1,3,5,32,0,31,0,0,4,0,1,0,0,0,0,0,0,0,0,4200,233,262,426,230,74,351,118,112,103,125,110,6344,4200,0.6620000004768372,1586.0,2,,3,351.5380555555556,1406.1522222222225
74dbd85eaa7,2,26,26032,1,2,1,2,1,2,3,5,11,1,11,1,1,4,0,1,0,0,0,1,1,1,1,0,2495,69,466,2950,331,108,429,316,150,130,288,814,8546,2495,0.2919999957084656,4273.0,5,,5,401.7577777777778,803.5155555555556
77e50bf1a6c,2,26,26041,1,3,1,2,2,1,3,1,21,0,21,2,1,3,0,0,0,0,0,1,0,1,0,1,2100,52,220,2086,84,133,181,48,33,73,101,434,5545,2100,0.3790000081062317,1848.3333740234375,2,,3,299.49216161616164,898.4764848484849
78129161cb3,2,26,26032,1,1,3,4,1,1,5,5,14,3,23,2,0,3,0,1,0,0,0,0,0,0,0,0,2007,268,293,1064,438,64,387,263,131,15,148,212,5290,2007,0.3790000081062317,5290.0,5,,5,401.7577777777778,401.7577777777778
7bcab34ef73,2,26,26032,1,2,1,4,1,2,3,1,21,0,21,2,1,4,0,0,0,0,0,1,1,1,0,1,1783,60,427,2623,132,71,240,65,68,385,283,479,6616,1783,0.26899999380111694,3308.0,4,,5,401.7577777777778,803.5155555555556
7ee5a6e35d0,2,26,26016,1,5,1,2,1,1,2,7,21,0,31,0,1,6,0,0,0,0,0,0,0,0,0,0,3319,35,284,342,305,330,237,0,59,60,23,120,5114,3319,0.6489999890327454,1022.7999877929688,1,,1,351.5380555555556,1757.6902777777782
7ff7ceb7fa3,2,26,26032,1,2,1,2,1,2,5,5,42,0,21,2,1,2,0,0,0,0,1,0,1,0,0,0,2810,24,234,1544,234,57,227,64,62,51,205,405,5917,2810,0.4749999940395355,2958.5,4,,5,401.7577777777778,803.5155555555556
80814c9679d,2,26,26032,1,2,1,2,1,2,5,5,31,0,12,1,1,4,1,1,1,0,1,1,0,1,1,0,3205,74,832,2998,939,197,2995,853,272,165,402,1478,14410,3205,0.22200000286102295,7205.0,5,,5,401.7577777777778,803.5155555555556
879cd031763,2,26,26041,1,3,1,3,2,2,5,5,21,0,31,0,0,4,0,0,0,0,0,0,0,1,0,0,3068,268,268,247,233,35,194,65,46,71,95,106,4696,3068,0.652999997138977,1565.3333740234375,2,,3,299.49216161616164,898.4764848484849
8adf9143994,2,26,26032,1,2,1,2,1,1,2,5,11,1,22,2,1,2,0,1,0,0,0,1,0,1,1,0,3545,109,305,1600,254,133,556,342,83,39,112,479,7557,3545,0.4690000116825104,3778.5,4,,5,401.7577777777778,803.5155555555556
8b265728866,2,26,26041,1,3,1,2,2,1,3,5,21,0,21,2,1,4,0,1,0,0,0,1,1,0,0,0,5083,147,274,2160,300,156,600,156,135,62,259,338,9670,5083,0.5260000228881836,3223.333251953125,4,,5,299.49216161616164,898.4764848484849
90a9215ba6d,2,26,26016,1,5,1,1,1,1,3,7,32,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,5754,282,225,995,193,74,196,13,60,84,68,72,8016,5754,0.7179999947547913,1603.199951171875,2,,3,351.5380555555556,1757.6902777777782
91fa85e9a9d,2,26,26016,1,3,1,2,1,2,3,4,11,1,31,0,1,4,0,0,0,0,0,0,1,1,0,0,3133,70,342,2459,170,102,343,25,111,143,148,357,7403,3133,0.4230000078678131,2467.666748046875,3,,4,351.5380555555556,1054.6141666666667
95cc31e0962,2,26,26041,1,3,1,3,1,2,3,5,51,0,22,2,1,2,0,1,0,0,0,0,0,1,1,0,2102,26,290,2032,82,128,270,113,41,100,64,419,5667,2102,0.3709999918937683,1889.0,2,,3,299.49216161616164,898.4764848484849
95f66b48de1,2,26,26016,1,3,1,2,2,1,2,5,41,0,22,2,1,4,0,0,0,0,0,0,0,1,0,0,4545,196,202,1006,241,105,262,17,57,32,116,210,6989,4545,0.6499999761581421,2329.666748046875,3,,4,351.5380555555556,1054.6141666666667
965509e18d0,2,26,26032,1,2,1,2,1,2,3,1,21,0,12,1,1,2,0,0,0,0,1,1,1,1,0,0,1771,19,263,1917,119,87,248,81,40,70,103,413,5131,1771,0.3449999988079071,2565.5,3,,4,401.7577777777778,803.5155555555556
9766912ae37,2,26,26016,1,3,1,3,2,2,4,5,51,0,22,2,0,2,0,1,0,0,0,0,0,1,1,0,3234,68,575,1264,424,69,357,328,160,279,323,415,7496,3234,0.4309999942779541,2498.666748046875,3,,4,351.5380555555556,1054.6141666666667
9983c70964c,2,26,26032,1,2,1,3,2,2,3,1,21,0,21,2,1,4,0,1,0,0,0,1,1,1,1,0,3150,88,522,3514,254,119,470,266,121,227,358,773,9862,3150,0.3190000057220459,4931.0,5,,5,401.7577777777778,803.5155555555556
a068a975d54,2,26,26016,1,4,1,3,1,1,2,7,43,0,31,0,0,4,0,0,0,0,0,0,0,1,0,1,6259,211,175,832,163,96,340,24,85,34,38,45,8302,6259,0.7540000081062317,2075.5,3,,4,351.5380555555556,1406.1522222222225
a3efcf8c9b9,2,26,26041,1,3,1,2,1,2,3,5,62,0,21,2,1,2,0,1,0,0,0,1,1,1,1,0,3809,71,522,3126,246,197,764,310,125,180,244,784,10378,3809,0.367000013589859,3459.333251953125,4,,5,299.49216161616164,898.4764848484849
a470171a290,2,26,26032,1,2,1,2,1,2,3,5,11,1,96,2,1,2,0,0,0,0,0,1,1,1,0,0,1876,39,204,1780,105,73,237,88,36,47,79,394,4958,1876,0.3779999911785126,2479.0,3,,4,401.7577777777778,803.5155555555556
b3800234a5f,2,26,26041,1,4,1,1,1,1,3,5,32,0,31,0,0,4,0,1,0,0,0,0,0,0,0,0,4233,252,193,429,192,75,277,106,63,21,88,79,6008,4233,0.7049999833106995,1502.0,2,,2,299.49216161616164,1197.9686464646466
b4708fb6ab0,2,26,26041,1,3,1,4,2,1,2,5,41,0,13,1,1,4,0,0,0,0,0,0,1,1,0,0,3508,21,341,831,560,327,495,26,544,73,20,295,7041,3508,0.49799999594688416,2347.0,3,,4,299.49216161616164,898.4764848484849
bd1ceb97a4f,2,26,26041,1,3,1,3,2,2,3,5,51,0,21,2,1,5,0,0,0,0,0,1,1,0,0,0,5114,187,224,2017,237,82,869,34,161,48,332,136,9441,5114,0.5419999957084656,3147.0,4,,5,299.49216161616164,898.4764848484849
bdd47808ad7,2,26,26032,1,2,3,2,2,2,3,1,11,1,96,2,1,6,0,1,0,0,0,1,1,1,1,0,2110,36,657,2609,241,128,651,356,161,277,582,712,8520,2110,0.24799999594688416,4260.0,5,,5,401.7577777777778,803.5155555555556
bf8093dfb66,2,26,26016,1,3,1,3,2,1,4,6,21,0,96,2,1,3,0,0,0,0,0,0,0,0,0,0,1523,40,192,920,252,75,107,30,42,63,208,105,3557,1523,0.42800000309944153,1185.6666259765625,1,,2,351.5380555555556,1054.6141666666667
c0b62d88230,2,26,26041,1,4,1,3,3,1,5,5,43,0,23,2,0,5,0,0,0,0,0,0,0,0,0,0,2947,133,267,529,217,60,122,25,44,136,146,123,4749,2947,0.6209999918937683,1187.25,1,,2,299.49216161616164,1197.9686464646466
c3c6fb8128b,2,26,26016,1,5,1,2,2,1,2,5,11,1,22,2,1,4,0,0,0,0,0,0,0,1,0,0,3948,39,266,933,312,65,195,14,36,119,401,301,6629,3948,0.5960000157356262,1325.800048828125,1,,2,351.5380555555556,1757.6902777777782
c645842f165,2,26,26041,1,5,3,5,3,2,5,5,51,0,21,2,0,4,0,1,1,0,0,0,1,0,1,0,3656,134,575,699,392,98,2552,380,147,459,189,411,9692,3656,0.37700000405311584,1938.4000244140625,2,,3,299.49216161616164,1497.4608080808082
cb5157463fb,2,26,26016,1,3,1,3,3,1,2,7,31,0,21,2,1,4,0,0,0,0,1,1,1,0,0,0,4265,167,263,1613,242,133,424,47,166,43,111,357,7831,4265,0.5450000166893005,2610.333251953125,3,,4,351.5380555555556,1054.6141666666667
cbb54d9136b,2,26,26016,1,4,1,3,3,1,2,7,32,0,23,2,0,6,0,1,0,1,0,0,0,1,0,0,4122,299,324,612,241,127,354,87,69,61,92,198,6586,4122,0.6259999871253967,1646.5,2,,3,351.5380555555556,1406.1522222222225
ce6042884e5,2,26,26041,1,3,1,2,1,1,5,7,32,0,31,0,0,4,0,0,0,0,0,0,0,1,0,0,2615,166,211,248,215,40,112,47,39,56,89,79,3917,2615,0.6679999828338623,1305.6666259765625,1,,2,299.49216161616164,898.4764848484849
d1e4e9ddcc8,2,26,26032,1,2,1,2,2,2,3,1,21,0,11,1,1,2,1,1,0,0,1,1,0,0,1,0,2253,45,672,2847,377,178,723,906,243,358,633,573,9808,2253,0.23000000417232513,4904.0,5,,5,401.7577777777778,803.5155555555556
d3dec6cd8c8,2,26,26041,1,3,1,3,2,2,3,1,21,0,21,2,1,4,0,1,0,1,0,0,1,1,0,0,3098,75,554,2507,230,158,380,190,120,344,268,501,8425,3098,0.36800000071525574,2808.333251953125,4,,5,299.49216161616164,898.4764848484849
daffee227e7,2,26,26016,1,5,1,1,1,1,3,1,21,0,31,0,0,4,0,0,0,1,0,0,0,0,0,0,2800,245,353,1134,242,70,156,14,63,234,96,218,5625,2800,0.49799999594688416,1125.0,1,,1,351.5380555555556,1757.6902777777782
dc24fc126ab,2,26,26041,1,4,1,2,1,2,2,5,42,0,21,2,1,4,0,0,0,0,1,0,1,1,0,0,5636,154,234,1203,219,104,620,31,177,84,228,129,8819,5636,0.6389999985694885,2204.75,3,,4,299.49216161616164,1197.9686464646466
df81a6e3e6a,2,26,26032,1,2,3,1,1,2,3,1,21,0,21,2,1,2,0,0,1,0,0,1,1,0,1,0,1876,30,288,2496,184,121,1081,126,58,70,187,474,6991,1876,0.2680000066757202,3495.5,4,,5,401.7577777777778,803.5155555555556
dfaaa77e920,2,26,26016,1,3,1,1,1,1,2,5,51,0,22,2,1,4,0,1,0,0,0,0,0,1,0,0,4072,70,226,926,334,84,248,200,109,50,450,233,7002,4072,0.5820000171661377,2334.0,3,,4,351.5380555555556,1054.6141666666667
dfc4e064fe3,2,26,26032,1,2,1,2,1,2,5,5,32,0,21,2,1,4,1,1,0,0,0,1,1,0,0,1,3443,61,554,884,469,93,387,476,144,270,313,416,7510,3443,0.4580000042915344,3755.0,4,,5,401.7577777777778,803.5155555555556
e11ccc519de,2,26,26032,1,2,1,2,1,2,3,1,21,0,21,2,1,2,1,1,0,0,0,0,1,1,1,0,1935,63,527,2067,214,140,628,753,140,171,535,438,7611,1935,0.2540000081062317,3805.5,4,,5,401.7577777777778,803.5155555555556
e4df468d44c,2,26,26016,1,4,1,2,1,1,2,5,42,0,31,0,1,4,0,1,0,0,0,0,0,1,0,0,4452,107,271,594,267,221,389,84,228,47,120,94,6874,4452,0.6480000019073486,1718.5,2,,3,351.5380555555556,1406.1522222222225
e7b0f2fb849,2,26,26041,1,5,1,4,1,1,3,5,11,1,31,0,1,6,0,0,1,0,0,0,0,0,0,0,2156,20,351,1057,225,325,598,43,63,345,43,294,5520,2156,0.39100000262260437,1104.0,1,,1,299.49216161616164,1497.4608080808082
e916bb5cdcf,2,26,26016,1,4,1,2,1,1,2,8,21,0,21,2,1,4,0,1,0,0,0,0,0,1,0,0,3817,54,512,1284,272,144,263,115,101,295,312,293,7462,3817,0.5120000243186951,1865.5,2,,3,351.5380555555556,1406.1522222222225
f01d9640b92,2,26,26032,1,2,1,4,2,2,3,1,21,0,21,2,1,2,0,1,0,0,0,1,0,1,1,0,2829,66,523,3095,169,174,552,331,104,197,227,617,8884,2829,0.3179999887943268,4442.0,5,,5,401.7577777777778,803.5155555555556
f6348a0b5e1,2,26,26032,1,1,3,1,1,1,3,1,11,1,96,2,1,4,0,0,0,0,0,1,0,1,0,0,871,33,121,2139,102,43,85,42,18,11,196,163,3824,871,0.2280000001192093,3824.0,4,,5,401.7577777777778,401.7577777777778
f9288bb6738,2,26,26041,1,5,1,2,1,1,2,5,43,0,22,2,1,4,0,0,0,0,0,0,1,1,0,0,4565,68,209,1015,389,68,245,25,91,95,469,204,7443,4565,0.6129999756813049,1488.5999755859375,2,,2,299.49216161616164,1497.4608080808082
fba0e165097,2,26,26016,1,4,1,2,1,1,2,5,43,0,23,2,0,4,0,0,0,0,0,0,0,1,0,0,5717,276,321,1075,304,95,322,17,67,92,185,180,8651,5717,0.6610000133514404,2162.75,3,,4,351.5380555555556,1406.1522222222225
fedcaec64e5,2,26,26041,1,4,1,2,2,6,3,1,21,0,13,1,1,4,0,1,0,0,1,1,0,1,0,0,3052,27,675,3282,325,189,623,293,150,444,306,1000,10366,3052,0.2939999997615814,2591.5,3,,4,299.49216161616164,1197.9686464646466
003eb47039f,2,27,27044,2,4,1,4,2,2,3,1,11,1,11,1,1,2,0,1,0,0,1,1,1,1,1,0,3512,43,846,3752,401,347,693,489,343,1103,237,900,12666,3512,0.2770000100135803,3166.5,4,3,,311.24279184681905,1244.9711673872762
01ba610e56d,2,27,27044,2,4,1,4,3,2,3,4,11,1,21,2,1,2,0,1,1,1,0,1,1,1,1,0,4305,118,1093,4842,603,410,3279,801,483,1236,534,1147,18851,4305,0.2280000001192093,4712.75,5,4,,311.24279184681905,1244.9711673872762
03a1174aad5,2,27,27009,1,1,1,2,1,2,3,4,11,1,21,2,1,5,0,0,0,0,0,1,0,0,0,0,972,24,52,1860,79,35,67,15,14,9,89,115,3331,972,0.2919999957084656,3331.0,4,,5,314.1015353535353,314.1015353535353
078b63fc0d5,2,27,27064,1,6,1,2,1,1,3,5,43,0,31,0,0,6,0,0,0,0,0,0,0,1,0,0,2685,367,259,490,366,124,140,12,44,61,59,106,4713,2685,0.5699999928474426,785.5,1,,1,204.53123232323233,1227.187393939394
0b107ef8d4f,2,27,27009,1,2,1,3,2,1,2,9,51,0,23,2,0,4,0,1,0,1,0,1,1,1,0,0,4093,181,202,1432,422,117,351,218,79,20,121,304,7540,4093,0.5429999828338623,3770.0,4,,5,314.1015353535353,628.2030707070707
0b32895a673,2,27,27044,2,5,2,2,2,6,3,1,11,1,11,1,1,2,0,1,1,0,0,1,1,1,1,0,2823,31,939,3021,435,324,1832,525,348,1301,449,803,12831,2823,0.2199999988079071,2566.199951171875,3,2,,311.24279184681905,1556.2139592340952
0c1a1f17300,2,27,27064,1,8,1,1,1,1,2,7,43,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,9582,116,162,1268,144,122,301,21,74,27,58,43,11918,9582,0.8040000200271606,1489.75,2,,2,204.53123232323233,1636.2498585858586
0cdb1b27ada,2,27,27044,2,3,1,7,3,6,4,1,11,1,11,1,1,1,1,0,1,1,0,1,1,1,1,0,6626,68,1480,7079,3394,1096,10554,990,3533,728,106,2036,37690,6626,0.17599999904632568,12563.3330078125,5,5,,311.24279184681905,933.7283755404571
0e0652bb2ea,2,27,27043,1,8,1,2,1,1,5,8,21,0,31,0,1,4,0,0,0,0,0,0,0,1,0,3,4197,146,511,409,378,193,176,11,57,211,80,154,6523,4197,0.6430000066757202,815.375,1,,1,257.4902121212121,2059.9216969696968
0fba1aafe3c,2,27,27009,1,1,1,2,1,2,4,9,71,0,12,1,1,4,0,0,0,0,0,1,1,1,0,0,1880,8,153,962,615,101,166,62,136,16,38,200,4337,1880,0.43299999833106995,4337.0,5,,5,314.1015353535353,314.1015353535353
1141488afef,2,27,27043,1,8,1,3,2,1,3,5,32,0,23,2,0,4,0,0,0,1,0,0,0,1,0,0,6204,540,429,1149,323,209,432,16,124,177,77,246,9926,6204,0.625,1240.75,1,,2,257.4902121212121,2059.9216969696968
11e661eab09,2,27,27044,2,5,1,5,3,2,3,1,21,0,11,1,1,2,1,1,1,0,1,1,1,1,1,0,6501,95,1643,7934,1245,934,4920,2289,987,2203,767,1772,31290,6501,0.20800000429153442,6258.0,5,5,,311.24279184681905,1556.2139592340952
14ccb60dcda,2,27,27009,1,1,1,3,2,2,3,1,11,1,96,2,1,6,0,0,0,0,0,0,0,0,0,0,466,6,81,1517,52,42,66,47,11,9,114,109,2520,466,0.1850000023841858,2520.0,3,,4,314.1015353535353,314.1015353535353
1556e110cd3,2,27,27044,2,4,3,7,2,6,3,1,11,1,11,1,1,2,1,1,1,0,1,1,1,1,1,0,7898,160,3008,14389,3772,1311,8199,3731,2517,6023,1421,2894,55323,7898,0.14300000667572021,13830.75,5,5,,311.24279184681905,1244.9711673872762
1a168327ee8,2,27,27064,1,9,1,3,2,1,4,9,21,0,31,0,1,4,0,1,0,1,0,0,1,1,0,0,8024,99,840,974,959,478,721,239,497,449,361,322,13963,8024,0.574999988079071,1551.4444580078125,2,,3,204.53123232323233,1840.781090909091
1d0ec83fe7a,2,27,27009,1,3,3,3,2,2,3,5,11,1,22,2,1,5,0,1,0,0,0,0,0,1,0,0,3941,76,256,1906,187,99,324,82,102,87,274,209,7543,3941,0.5220000147819519,2514.333251953125,3,,4,314.1015353535353,942.3046060606059
2007a23adf6,2,27,27043,1,7,1,2,1,1,1,8,21,0,31,0,0,4,0,1,0,0,0,0,0,0,0,2,6704,234,509,499,468,118,292,234,109,171,160,159,9657,6704,0.6940000057220459,1379.5714111328125,1,,2,257.4902121212121,1802.4314848484846
2230ee46764,2,27,27043,1,8,1,3,3,2,5,5,11,1,21,2,1,4,0,0,0,0,0,1,0,0,0,0,4066,24,573,2200,310,162,177,34,45,370,182,413,8556,4066,0.4749999940395355,1069.5,1,,1,257.4902121212121,2059.9216969696968
2b92c76484f,2,27,27064,1,7,1,2,1,1,3,5,32,0,31,0,0,4,0,1,0,0,0,0,0,1,0,0,4577,213,210,391,191,76,407,91,115,85,96,77,6529,4577,0.7009999752044678,932.7142944335938,1,,1,204.53123232323233,1431.7186262626262
2c86b2677da,2,27,27064,1,8,1,2,2,1,2,7,43,0,31,0,0,4,0,1,0,0,0,0,0,0,0,0,10223,143,254,795,211,155,575,126,157,48,79,66,12832,10223,0.796999990940094,1604.0,2,,3,204.53123232323233,1636.2498585858586
2f7f20b557f,2,27,27064,1,7,1,2,1,1,2,7,43,0,31,0,0,6,0,1,0,0,0,0,0,0,0,0,6308,156,451,539,336,361,289,52,53,57,74,159,8835,6308,0.7139999866485596,1262.142822265625,1,,2,204.53123232323233,1431.7186262626262
318a01fa27b,2,27,27043,1,9,1,2,2,1,2,5,43,0,23,2,0,4,0,1,0,0,0,0,0,1,0,2,6547,183,476,1246,403,158,473,201,193,221,427,215,10743,6547,0.609000027179718,1193.6666259765625,1,,2,257.4902121212121,2317.411909090909
32a53ec9eb1,2,27,27064,1,5,1,1,1,1,7,5,43,0,31,0,0,6,0,1,0,0,0,0,0,0,0,0,4461,76,388,548,343,171,161,62,43,61,136,131,6581,4461,0.6779999732971191,1316.199951171875,1,,2,204.53123232323233,1022.6561616161616
385d278fd14,2,27,27009,1,2,1,3,1,2,3,1,11,1,11,1,1,6,0,1,0,0,0,1,1,0,0,0,1918,8,322,2801,313,221,373,323,109,73,90,556,7107,1918,0.27000001072883606,3553.5,4,,5,314.1015353535353,628.2030707070707
395bb0b5064,2,27,27009,1,2,1,2,1,2,5,4,11,1,31,0,1,4,0,1,0,0,0,1,1,1,1,0,2564,26,340,791,398,113,261,170,145,46,44,280,5178,2564,0.4950000047683716,2589.0,3,,4,314.1015353535353,628.2030707070707
39bd91cfdec,2,27,27064,1,7,1,1,1,1,3,5,32,0,31,0,0,4,0,1,0,0,0,0,0,1,0,0,4152,182,202,374,172,92,359,80,82,35,84,73,5887,4152,0.7049999833106995,841.0,1,,1,204.53123232323233,1431.7186262626262
3e67d1d0c77,2,27,27044,2,5,1,4,3,6,3,9,11,1,22,2,1,2,1,1,0,1,0,1,1,1,1,0,4334,74,989,4234,543,363,916,937,382,1139,415,916,15242,4334,0.2840000092983246,3048.39990234375,4,3,,311.24279184681905,1556.2139592340952
3eeec27ac6d,2,27,27043,1,8,1,2,1,1,5,5,21,0,31,0,1,4,0,0,0,0,0,0,0,1,0,0,3739,143,491,325,284,164,229,17,77,177,82,144,5872,3739,0.6370000243186951,734.0,1,,1,257.4902121212121,2059.9216969696968
40475533154,2,27,27009,1,2,1,2,1,2,3,4,11,1,21,2,1,5,1,0,0,0,0,1,1,1,0,0,2081,31,84,2334,125,63,163,65,46,13,128,167,5300,2081,0.3930000066757202,2650.0,3,,4,314.1015353535353,628.2030707070707
40abb5e2248,2,27,27044,2,4,1,4,2,6,3,1,11,1,11,1,1,2,0,1,1,0,0,1,1,1,1,0,3410,51,1194,4457,690,445,2696,760,553,1735,559,1064,17614,3410,0.1940000057220459,4403.5,5,4,,311.24279184681905,1244.9711673872762
41cbbe8b1b6,2,27,27009,1,1,1,2,1,6,3,5,11,1,11,1,1,2,0,1,1,0,0,1,1,1,1,3,2115,23,240,4559,593,151,691,364,71,62,333,476,9678,2115,0.21899999678134918,9678.0,5,,5,314.1015353535353,314.1015353535353
45f3c37f2ce,2,27,27044,2,5,1,3,3,6,3,1,11,1,11,1,1,2,0,1,0,1,1,1,1,1,1,0,2893,35,870,3098,272,251,584,379,232,1033,341,819,10807,2893,0.2680000066757202,2161.39990234375,3,2,,311.24279184681905,1556.2139592340952
4955892a3e3,2,27,27009,1,2,1,3,2,1,5,5,43,0,31,0,1,4,1,0,0,0,0,1,1,1,0,0,2745,25,242,995,722,219,299,162,349,34,32,258,6082,2745,0.45100000500679016,3041.0,4,,5,314.1015353535353,628.2030707070707
4f8b95c1b5c,2,27,27043,1,8,1,3,2,1,3,7,21,0,96,2,1,4,0,0,0,0,0,0,1,1,0,0,5115,209,250,1008,177,177,220,12,102,61,74,129,7534,5115,0.6790000200271606,941.75,1,,1,257.4902121212121,2059.9216969696968
518a16f10b3,2,27,27009,1,2,1,4,2,2,3,1,21,0,31,0,1,4,0,0,0,0,1,1,1,0,0,1,2287,54,357,3418,143,90,288,76,63,162,126,511,7575,2287,0.3019999861717224,3787.5,4,,5,314.1015353535353,628.2030707070707
522620ebd8a,2,27,27044,2,3,3,3,2,6,3,1,11,1,11,1,1,2,1,1,1,1,1,1,1,1,1,0,3175,53,1044,5097,1203,438,3183,1330,719,1251,756,1089,19338,3175,0.164000004529953,6446.0,5,5,,311.24279184681905,933.7283755404571
5505dfccc39,2,27,27009,1,3,1,3,2,2,3,5,14,3,23,2,1,1,0,1,0,0,0,1,1,1,1,0,2497,41,372,2717,245,135,257,199,65,79,116,635,7358,2497,0.33899998664855957,2452.666748046875,3,,4,314.1015353535353,942.3046060606059
568f9981bcc,2,27,27044,2,4,1,4,3,6,3,4,11,1,11,1,1,2,0,1,1,1,0,1,1,1,1,0,3784,68,1166,4559,755,325,2343,765,463,1938,795,1050,18011,3784,0.20999999344348907,4502.75,5,4,,311.24279184681905,1244.9711673872762
56c5f873559,2,27,27043,1,8,1,4,3,1,5,7,32,0,31,0,0,6,0,0,0,0,0,0,0,1,0,0,3161,307,369,362,289,113,130,13,35,44,39,81,4943,3161,0.6389999985694885,617.875,1,,1,257.4902121212121,2059.9216969696968
5e13a9a7026,2,27,27009,1,2,3,4,2,2,3,1,11,1,31,0,1,4,0,0,0,0,0,0,0,1,0,0,1508,11,129,2390,62,93,109,23,12,23,26,191,4577,1508,0.32899999618530273,2288.5,3,,4,314.1015353535353,628.2030707070707
61a082ad63f,2,27,27044,2,3,1,4,2,2,5,1,11,1,12,1,1,2,0,1,0,1,1,1,1,1,1,0,4699,37,788,2645,2365,716,1398,225,1652,405,45,838,15813,4699,0.296999990940094,5271.0,5,4,,311.24279184681905,933.7283755404571
6250dd8370e,2,27,27043,1,9,1,2,1,1,5,8,43,0,31,0,0,6,0,0,0,0,0,0,0,1,0,0,3832,219,532,294,445,142,145,8,39,115,49,92,5912,3832,0.6480000019073486,656.888916015625,1,,1,257.4902121212121,2317.411909090909
643aaad8952,2,27,27044,2,4,1,2,2,6,3,1,11,1,11,1,1,2,0,1,0,0,1,1,1,1,1,0,2424,27,790,2602,257,200,501,342,226,892,322,706,9289,2424,0.26100000739097595,2322.25,3,2,,311.24279184681905,1244.9711673872762
64723c65947,2,27,27009,1,2,1,4,1,1,3,1,11,1,13,1,1,4,0,1,0,0,0,0,0,0,0,0,1398,16,200,2265,128,146,226,225,54,55,102,318,5133,1398,0.2720000147819519,2566.5,3,,4,314.1015353535353,628.2030707070707
6c61ada81ae,2,27,27043,1,9,1,3,0,2,6,5,43,0,22,2,0,4,0,1,0,1,0,0,0,1,0,0,5068,167,697,651,326,102,483,181,135,333,350,318,8811,5068,0.574999988079071,979.0,1,,1,257.4902121212121,2317.411909090909
782e01f3dc9,2,27,27064,1,6,1,5,3,2,3,5,21,0,21,2,1,4,0,0,0,0,0,1,1,1,0,0,6160,200,349,2471,395,200,702,48,179,146,153,296,11299,6160,0.5450000166893005,1883.1666259765625,2,,3,204.53123232323233,1227.187393939394
7a1d8c4b895,2,27,27064,1,6,1,3,2,2,3,1,21,0,21,2,1,4,1,0,1,0,0,1,1,1,1,0,4132,56,686,4317,439,289,1647,293,171,395,382,1176,13983,4132,0.29600000381469727,2330.5,3,,4,204.53123232323233,1227.187393939394
7ebbc1b9277,2,27,27009,1,2,1,2,1,2,3,1,11,1,21,2,1,4,0,0,0,0,0,0,1,1,0,0,1568,17,170,2206,64,80,134,29,22,58,105,318,4771,1568,0.32899999618530273,2385.5,3,,4,314.1015353535353,628.2030707070707
7fd0ca5abdd,2,27,27064,1,8,1,3,3,2,5,8,43,0,31,0,0,4,1,1,0,1,0,0,0,1,0,0,6062,243,690,405,473,90,535,328,153,341,245,259,9824,6062,0.6169999837875366,1228.0,1,,2,204.53123232323233,1636.2498585858586
8631232d6a4,2,27,27044,2,4,1,5,3,6,3,1,11,1,11,1,1,2,1,1,1,0,1,1,1,1,1,0,4951,86,1559,8224,1556,746,5112,2154,1095,2080,865,1632,30060,4951,0.16500000655651093,7515.0,5,5,,311.24279184681905,1244.9711673872762
876d00be84e,2,27,27064,1,6,1,4,2,1,4,5,42,0,31,0,1,4,0,0,0,0,0,0,0,0,0,0,5409,85,322,1034,546,236,226,22,139,91,137,169,8416,5409,0.6430000066757202,1402.6666259765625,1,,2,204.53123232323233,1227.187393939394
8822232cb64,2,27,27009,1,2,1,3,1,2,3,7,11,1,21,2,1,5,0,1,0,0,0,1,1,1,1,0,3335,62,207,2208,174,79,388,92,100,38,227,218,7128,3335,0.46799999475479126,3564.0,4,,5,314.1015353535353,628.2030707070707
89adb7cdb69,2,27,27064,1,6,1,3,1,1,5,7,11,1,31,0,1,4,0,0,0,0,0,0,0,0,0,0,3339,59,276,474,235,175,120,6,26,55,29,114,4908,3339,0.6800000071525574,818.0,1,,1,204.53123232323233,1227.187393939394
9038eb8adfe,2,27,27064,1,6,1,2,1,1,5,5,21,0,31,0,1,4,0,1,0,1,0,0,0,0,0,0,4138,135,394,330,304,131,240,207,96,84,106,143,6308,4138,0.656000018119812,1051.3333740234375,1,,1,204.53123232323233,1227.187393939394
95c625a36ba,2,27,27043,1,8,1,4,4,1,3,5,43,0,31,0,0,6,0,0,0,1,0,0,0,1,0,0,4125,765,485,883,650,178,260,29,89,126,69,208,7867,4125,0.5239999890327454,983.375,1,,1,257.4902121212121,2059.9216969696968
a420a1eae9f,2,27,27044,2,4,1,4,2,6,3,1,11,1,11,1,1,2,1,1,0,0,1,1,1,1,1,0,4424,74,1394,6165,916,480,1513,1554,803,2286,660,1219,21488,4424,0.20600000023841858,5372.0,5,5,,311.24279184681905,1244.9711673872762
